A_sadness,A_neutral,A_anger,A_fear,A_joy
-0.6601002812385559,3.330108642578125,-1.251924753189087,-2.181377649307251,0.9709354043006897
4.430454730987549,-1.516692042350769,-1.8312466144561768,-1.613842487335205,-1.5726135969161987
-0.6540817022323608,-0.27921122312545776,-0.16957533359527588,3.688234567642212,-0.9601918458938599
-0.6190888285636902,-0.701786458492279,-1.183046817779541,4.495426177978516,-0.5200902819633484
-1.0823861360549927,-1.405174732208252,4.720405578613281,-1.647027850151062,-1.4975285530090332
3.969747543334961,-2.1234984397888184,-2.1652963161468506,-0.3587697744369507,-0.7432489395141602
-1.1437950134277344,-0.05327590927481651,-2.056382656097412,0.08632172644138336,4.661180019378662
-1.5647891759872437,-1.3507236242294312,4.710570812225342,-1.0865635871887207,-1.5068830251693726
-1.0464935302734375,4.563197612762451,-0.7889894247055054,-1.7999719381332397,-0.1321660727262497
4.481205463409424,-1.3616801500320435,-2.2666001319885254,-1.1745336055755615,-1.5408772230148315
-0.49903061985969543,-0.916469395160675,-1.1090914011001587,4.6030473709106445,-0.814314603805542
4.444134712219238,-2.307701349258423,-1.4319206476211548,-0.8194600343704224,-1.656661868095398
-1.391976237297058,-0.8942760825157166,-0.7765079736709595,-1.0845181941986084,5.152404308319092
-1.1396132707595825,0.30239033699035645,3.1920435428619385,-2.5873475074768066,-0.8604243993759155
-0.21653977036476135,3.344235897064209,-2.136279344558716,-1.2831608057022095,0.7878100872039795
-1.002419352531433,4.543839454650879,-0.6270480155944824,-1.7033488750457764,-0.5166298747062683
-0.7633382678031921,-0.42277637124061584,-1.5140835046768188,-1.2088383436203003,5.127736568450928
-0.2778848707675934,-0.34818875789642334,-1.5451329946517944,4.453877925872803,-0.8945955038070679
-1.2194079160690308,-0.027704322710633278,3.932790994644165,-2.138808012008667,-1.4354511499404907
-1.051267385482788,0.46583640575408936,3.009268045425415,-2.5370731353759766,-0.9562495946884155
-0.5099011063575745,-0.5806007981300354,-1.1040400266647339,4.37194299697876,-1.0140339136123657
-1.1377424001693726,-0.9556813836097717,-1.2340704202651978,-0.49902576208114624,5.20181131362915
4.465841770172119,-2.036112070083618,-1.8962737321853638,-0.7890743613243103,-1.5290127992630005
-1.0721882581710815,4.5378007888793945,-0.9445136189460754,-1.6991236209869385,-0.06910084187984467
4.03705358505249,-2.521019458770752,-0.5595831274986267,-0.08900757133960724,-2.3223876953125
-1.602565050125122,3.077700614929199,-0.0163256898522377,-0.7882698774337769,-0.1951543241739273
-1.8242909908294678,0.7645798325538635,-0.8709800839424133,-1.4670109748840332,4.437664985656738
-1.4050931930541992,-1.5768910646438599,4.709865093231201,-0.9663223624229431,-1.8976972103118896
-1.002419352531433,4.543839454650879,-0.6270480155944824,-1.7033488750457764,-0.5166298747062683
1.0487923622131348,-2.5579609870910645,3.7826452255249023,-0.8696243762969971,-2.705235481262207
3.9994962215423584,-2.453657388687134,-0.6258670091629028,-0.6258431077003479,-2.255521774291992
-1.5025492906570435,-1.1798460483551025,4.779710292816162,-1.285107135772705,-1.513606309890747
4.496744632720947,-1.5374501943588257,-1.9203215837478638,-1.5513468980789185,-1.2821894884109497
-0.49263760447502136,-0.012541266158223152,-1.701414704322815,-1.6303839683532715,4.762180328369141
0.759382963180542,-1.7599732875823975,-1.0055452585220337,3.9340336322784424,-1.386419653892517
0.027612091973423958,-1.6278871297836304,-1.0383745431900024,4.425168037414551,-0.7851290702819824
3.1060194969177246,-2.218413829803467,0.8742612600326538,-1.5293219089508057,-2.5596961975097656
-0.5444134473800659,-0.822221040725708,-1.3077023029327393,4.508438587188721,-0.5010823011398315
-0.41872796416282654,-1.1432719230651855,-1.4332607984542847,-0.942690372467041,4.957569599151611
2.9031472206115723,-2.8550562858581543,1.2027100324630737,-0.25128626823425293,-2.3647894859313965
-0.9516047239303589,-0.681739330291748,-1.5122042894363403,-0.6293779015541077,5.079532146453857
-1.3443188667297363,1.4557228088378906,0.9973198771476746,0.4250316023826599,-0.990224301815033
4.266066074371338,-1.644999623298645,-2.3331239223480225,-0.4461059868335724,-1.5633641481399536
-1.264141321182251,-1.8330086469650269,4.664743900299072,-0.508912205696106,-1.963226079940796
4.493833065032959,-2.0047175884246826,-1.9916645288467407,-0.9499080777168274,-1.1322685480117798
