A_sadness,A_neutral,A_anger,A_fear,A_joy,D_anger,D_fear,D_joy,D_neutral,D_sadness,Emotion
-0.6601002812385559,3.330108642578125,-1.251924753189087,-2.181377649307251,0.9709354043006896,0.1208732277154922,0.0350284241139888,0.0972986593842506,0.6463138461112976,0.1004858464002609,neutral
4.430454730987549,-1.516692042350769,-1.8312466144561768,-1.613842487335205,-1.5726135969161987,0.2354996651411056,0.0144275072962045,0.0023548360913991,0.0011660347227007,0.7465519905090332,sadness
-0.6540817022323608,-0.2792112231254577,-0.1695753335952758,3.688234567642212,-0.96019184589386,0.81451416015625,0.1036788374185562,0.0054350649006664,0.0012152722338214,0.0751566961407661,fear
-0.6190888285636902,-0.701786458492279,-1.183046817779541,4.495426177978516,-0.5200902819633484,0.0477828718721866,0.9225309491157532,0.0122157568112015,0.0013726996257901,0.0160978250205516,fear
-1.082386136054993,-1.405174732208252,4.720405578613281,-1.647027850151062,-1.4975285530090332,0.9753894805908204,0.0022855054121464,0.000161618925631,1.59330629685428e-05,0.0221474021673202,anger
3.969747543334961,-2.1234984397888184,-2.1652963161468506,-0.3587697744369507,-0.7432489395141602,0.2622778117656708,0.0067023523151874,0.0051494310609996,0.0085652358829975,0.7173051238059998,sadness
-1.1437950134277344,-0.0532759092748165,-2.056382656097412,0.0863217264413833,4.661180019378662,0.3693703413009643,0.2883590757846832,0.1321781426668167,0.0565013587474823,0.153591051697731,joy
-1.5647891759872437,-1.3507236242294312,4.710570812225342,-1.0865635871887207,-1.5068830251693726,0.8419559001922607,0.0050747487694025,0.0013245362788438,0.0021733490284532,0.1494714915752411,anger
-1.0464935302734375,4.563197612762451,-0.7889894247055054,-1.7999719381332395,-0.1321660727262497,0.0031342483125627,0.0021743052639067,0.014252801425755,0.9774083495140076,0.0030302181839942,neutral
4.481205463409424,-1.3616801500320437,-2.2666001319885254,-1.1745336055755615,-1.5408772230148315,0.0412789843976497,0.0004523195966612,0.0001338349102297,0.0003929536032956,0.9577419757843018,sadness
-0.4990306198596954,-0.916469395160675,-1.1090914011001587,4.6030473709106445,-0.814314603805542,0.0116067603230476,0.9787094593048096,0.0049914913251996,0.0003422625013627,0.0043500019237399,fear
4.444134712219238,-2.307701349258423,-1.4319206476211548,-0.8194600343704224,-1.656661868095398,0.3161817491054535,0.0036940563004463,0.0057114381343126,0.0012355060316622,0.6731772422790527,sadness
-1.391976237297058,-0.8942760825157166,-0.7765079736709595,-1.0845181941986084,5.152404308319092,0.1656832844018936,0.0999573394656181,0.6275930404663086,0.0162155497819185,0.0905508548021316,joy
